Status,Reason,PDF_Page,Printed_Page,Entry,Raw_Form_POS,Form,POS,Definition,Mean_Confidence,Low_Confidence_Tokens,Entry_Key,Emitted_Keys,Rejected_Forms,Review_Flags
ocr_unreviewed,source transcription requires human verification,172,164,37,vorsəru Adj.,vorsəru,Adj.,full.,89.50,,ghatage-kasargod1970:p164:e37,ghatage-kasargod1970:p164:e37,,
ocr_unreviewed,source transcription requires human verification,172,164,38,volukkes N.,volukkes,N.,"bed-sheet,",78.14,volukkes,ghatage-kasargod1970:p164:e38,ghatage-kasargod1970:p164:e38,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,1,voti.,voti.,,"yes,",86.63,,ghatage-kasargod1970:p165:e1,ghatage-kasargod1970:p165:e1,,
ocr_unreviewed,source transcription requires human verification,173,165,2,vo:u V.,vo:u,V.,"to become,",94.47,,ghatage-kasargod1970:p165:e2,ghatage-kasargod1970:p165:e2,,
ocr_unreviewed,source transcription requires human verification,173,165,3,vo: uru M.,vo: uru,M.,flood.,48.17,vo: | uru,ghatage-kasargod1970:p165:e3,ghatage-kasargod1970:p165:e3,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,4,vo:di V.,vo:di,V.,"to drag, to pull.",92.65,,ghatage-kasargod1970:p165:e4,ghatage-kasargod1970:p165:e4,,
ocr_unreviewed,source transcription requires human verification,173,165,5,vo:de N.,vo:de,N.,boat.,94.69,,ghatage-kasargod1970:p165:e5,ghatage-kasargod1970:p165:e5,,
ocr_unreviewed,source transcription requires human verification,173,165,6,vo:ņi F.,vo:ņi,F.,udder.,81.82,vo:ņi,ghatage-kasargod1970:p165:e6,ghatage-kasargod1970:p165:e6,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,7,vo:tt V.,vo:tt,V.,to pour.,80.87,vo:tt,ghatage-kasargod1970:p165:e7,ghatage-kasargod1970:p165:e7,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,8,vo:dupi ~ vədəpi V.,vo:dupi ~ vədəpi,V.,to read.,90.25,,ghatage-kasargod1970:p165:e8,ghatage-kasargod1970:p165:e8|ghatage-kasargod1970:p165:e8:variant:1,,
ocr_unreviewed,source transcription requires human verification,173,165,9,vo:nti N.,vo:nti,N.,lizard.,90.77,,ghatage-kasargod1970:p165:e9,ghatage-kasargod1970:p165:e9,,
ocr_unreviewed,source transcription requires human verification,173,165,10,vo: lənti F.,vo: lənti,F.,wall.,51.65,vo: | lənti,ghatage-kasargod1970:p165:e10,ghatage-kasargod1970:p165:e10,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,11,vəguru Adj.,vəguru,Adj.,light.,90.10,,ghatage-kasargod1970:p165:e11,ghatage-kasargod1970:p165:e11,,
ocr_unreviewed,source transcription requires human verification,173,165,12,vats N.,vats,N.,"camel,",87.87,,ghatage-kasargod1970:p165:e12,ghatage-kasargod1970:p165:e12,,
ocr_unreviewed,source transcription requires human verification,173,165,13,vərəki N.,vərəki,N.,year.,93.70,,ghatage-kasargod1970:p165:e13,ghatage-kasargod1970:p165:e13,,
ocr_unreviewed,source transcription requires human verification,173,165,14,vəre Adj.,vəre,Adj.,curved.,91.65,,ghatage-kasargod1970:p165:e14,ghatage-kasargod1970:p165:e14,,
ocr_unreviewed,source transcription requires human verification,173,165,15,võvə M.,võvə,M.,ajowan.,92.65,,ghatage-kasargod1970:p165:e15,ghatage-kasargod1970:p165:e15,,
ocr_unreviewed,source transcription requires human verification,173,165,16,və:ņțti N.,və:ņțti,N.,lip.,78.44,və:ņțti,ghatage-kasargod1970:p165:e16,ghatage-kasargod1970:p165:e16,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,17,və:ru Ady.,və:ru,Adj.,"above, over.",86.19,,ghatage-kasargod1970:p165:e17,ghatage-kasargod1970:p165:e17,,
ocr_unreviewed,source transcription requires human verification,173,165,18,və:le Adj.,və:le,Adj.,"raw, wet",93.52,,ghatage-kasargod1970:p165:e18,ghatage-kasargod1970:p165:e18,,
ocr_unreviewed,source transcription requires human verification,173,165,19,vyapari N.,vyapari,N.,"trade,",89.47,,ghatage-kasargod1970:p165:e19,ghatage-kasargod1970:p165:e19,,
ocr_unreviewed,source transcription requires human verification,173,165,20,vyapari M.,vyapari,M.,trader.,93.93,,ghatage-kasargod1970:p165:e20,ghatage-kasargod1970:p165:e20,,
ocr_unreviewed,source transcription requires human verification,173,165,21,šəņjki M.,šəņjki,M.,conch.,57.99,šəņjki,ghatage-kasargod1970:p165:e21,ghatage-kasargod1970:p165:e21,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,22,šəri:ri ~ səri:ri N.,šəri:ri ~ səri:ri,N.,body.,87.30,,ghatage-kasargod1970:p165:e22,ghatage-kasargod1970:p165:e22|ghatage-kasargod1970:p165:e22:variant:1,,
ocr_unreviewed,source transcription requires human verification,173,165,23,ša:li F.,ša:li,F.,shawl.,91.65,,ghatage-kasargod1970:p165:e23,ghatage-kasargod1970:p165:e23,,
ocr_unreviewed,source transcription requires human verification,173,165,24,ša:i F.,ša:i,F.,ink.,90.40,,ghatage-kasargod1970:p165:e24,ghatage-kasargod1970:p165:e24,,
ocr_unreviewed,source transcription requires human verification,173,165,25,šikša de:si V.,šikša de:si,V.,to punish.,84.48,de:si,ghatage-kasargod1970:p165:e25,ghatage-kasargod1970:p165:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,26,šilpi M.,šilpi,M.,"artist, sculptor.",95.42,,ghatage-kasargod1970:p165:e26,ghatage-kasargod1970:p165:e26,,
ocr_unreviewed,source transcription requires human verification,173,165,27,ši:ņki V.,ši:ņki,V.,to study.,83.26,ši:ņki,ghatage-kasargod1970:p165:e27,ghatage-kasargod1970:p165:e27,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,28,šva:si gi V.,šva:si gi,V.,to breathe.,94.23,,ghatage-kasargod1970:p165:e28,ghatage-kasargod1970:p165:e28,,
ocr_unreviewed,source transcription requires human verification,173,165,29,šva:si so:dił V.,šva:si so:dił,V.,to sigh.,80.06,so:dił,ghatage-kasargod1970:p165:e29,ghatage-kasargod1970:p165:e29,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,30,səkkəre ~ sakkəres N.,səkkəre ~ sakkəres,N.,sugar.,78.64,,ghatage-kasargod1970:p165:e30,ghatage-kasargod1970:p165:e30|ghatage-kasargod1970:p165:e30:variant:1,,
ocr_unreviewed,source transcription requires human verification,173,165,31,səykəți V.,səykəți,V.,to hit.,77.10,səykəți,ghatage-kasargod1970:p165:e31,ghatage-kasargod1970:p165:e31,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,32,səykațt.,səykațt.,,disease.,64.09,səykațt.,ghatage-kasargod1970:p165:e32,ghatage-kasargod1970:p165:e32,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,33,səygəti.,səygəti.,,thought.,65.03,səygəti.,ghatage-kasargod1970:p165:e33,ghatage-kasargod1970:p165:e33,,low-confidence
ocr_unreviewed,source transcription requires human verification,173,165,34,sədili Adj.,sədili,Adj.,loose.,91.68,,ghatage-kasargod1970:p165:e34,ghatage-kasargod1970:p165:e34,,
verified,Removed a spurious prefix and recovered the final central vowel.,173,165,35,a səŅvari.,sənvarɨ,,Saturday.,53.19,a | səŅvari.,ghatage-kasargod1970:p165:e35,ghatage-kasargod1970:p165:e35,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,173,165,36,sənčari kə:ri V.,sənčari kə:ri,V.,to wander.,92.51,,ghatage-kasargod1970:p165:e36,ghatage-kasargod1970:p165:e36,,
ocr_unreviewed,source transcription requires human verification,173,165,37,səntosənti.,səntosənti.,,with delight.,93.96,,ghatage-kasargod1970:p165:e37,ghatage-kasargod1970:p165:e37,,
ocr_unreviewed,source transcription requires human verification,173,165,38,sənto:st N.,sənto:st,N.,"joy, delight.",86.18,sənto:st,ghatage-kasargod1970:p165:e38,ghatage-kasargod1970:p165:e38,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,1,səpani bo:gi V.,səpani bo:gi,V.,to dream.,90.37,,ghatage-kasargod1970:p166:e1,ghatage-kasargod1970:p166:e1,,
ocr_unreviewed,source transcription requires human verification,174,166,2,səmoru.,səmoru.,,in front.,94.90,,ghatage-kasargod1970:p166:e2,ghatage-kasargod1970:p166:e2,,
ocr_unreviewed,source transcription requires human verification,174,166,3,səmdou V.,səmdou,V.,to subtract.,91.50,,ghatage-kasargod1970:p166:e3,ghatage-kasargod1970:p166:e3,,
ocr_unreviewed,source transcription requires human verification,174,166,4,səmpətti F.,səmpətti,F.,wealth.,94.03,,ghatage-kasargod1970:p166:e4,ghatage-kasargod1970:p166:e4,,
ocr_unreviewed,source transcription requires human verification,174,166,5,səmpadəne N.,səmpadəne,N.,"profit, gain.",93.85,,ghatage-kasargod1970:p166:e5,ghatage-kasargod1970:p166:e5,,
ocr_unreviewed,source transcription requires human verification,174,166,6,səmbəri Nu.,səmbəri,Nu.,hundred.,81.96,səmbəri,ghatage-kasargod1970:p166:e6,ghatage-kasargod1970:p166:e6,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,7,səmbəli V.,səmbəli,V.,to pay.,94.10,,ghatage-kasargod1970:p166:e7,ghatage-kasargod1970:p166:e7,,
ocr_unreviewed,source transcription requires human verification,174,166,8,sərədi F.,sərədi,F.,turn.,93.98,,ghatage-kasargod1970:p166:e8,ghatage-kasargod1970:p166:e8,,
verified,Removed reverse-page bleed and recovered the final central high vowel.,174,166,9,səri:ri N.,səri:rɨ,N.,body.,89.14,,ghatage-kasargod1970:p166:e9,ghatage-kasargod1970:p166:e9,,human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,10,sərti.,sərti.,,"times, turns.",94.39,,ghatage-kasargod1970:p166:e10,ghatage-kasargod1970:p166:e10,,
ocr_unreviewed,source transcription requires human verification,174,166,11,sərpli F.,sərpli,F.,"anklet, chain.",94.89,,ghatage-kasargod1970:p166:e11,ghatage-kasargod1970:p166:e11,,
verified,Seeded audit recovery of source vowels and spacing.,174,166,12,səvkk: kə:ri V.,səvkkɛ kə:rɨ,V.,to cure.,74.92,səvkk:,ghatage-kasargod1970:p166:e12,ghatage-kasargod1970:p166:e12,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,13,"səvkkenayse,",səvkkenayse,,illness.,83.96,,ghatage-kasargod1970:p166:e13,ghatage-kasargod1970:p166:e13,,
verified,Seeded audit correction of two central high vowels.,174,166,14,sitti.,sɨttɨ,,truth.,96.22,,ghatage-kasargod1970:p166:e14,ghatage-kasargod1970:p166:e14,,human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,15,sirdi F.,sirdi,F.,chameleon.,94.59,,ghatage-kasargod1970:p166:e15,ghatage-kasargod1970:p166:e15,,
ocr_unreviewed,source transcription requires human verification,174,166,16,sirli Adj.,sirli,Adj.,straight.,94.64,,ghatage-kasargod1970:p166:e16,ghatage-kasargod1970:p166:e16,,
verified,Removed bleed-through and recovered the source vowel qualities.,174,166,17,sirti kəri V.,sɨrtɨ kərɨ,V.,to straighten.,77.63,straighten.. | =,ghatage-kasargod1970:p166:e17,ghatage-kasargod1970:p166:e17,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,18,sakayt.,sakayt.,,help.,62.00,sakayt.,ghatage-kasargod1970:p166:e18,ghatage-kasargod1970:p166:e18,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,19,sagva:ni M.,sagva:ni,M.,teak tree.,94.51,,ghatage-kasargod1970:p166:e19,ghatage-kasargod1970:p166:e19,,
verified,Removed reverse-page bleed and recovered the velar nasal.,174,166,20,sayko M.,saŋkə,M.,bridge.,58.23,sayko | ETa,ghatage-kasargod1970:p166:e20,ghatage-kasargod1970:p166:e20,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,21,sangate.,sangate.,,with.,69.51,sangate.,ghatage-kasargod1970:p166:e21,ghatage-kasargod1970:p166:e21,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,22,saykli F.,saykli,F.,"latch, chain.",71.47,saykli | F.,ghatage-kasargod1970:p166:e22,ghatage-kasargod1970:p166:e22,,low-confidence
verified,Removed reverse-page bleed and recovered the velar nasal.,174,166,23,sančari.,saŋčari,,in the evening.,82.85,Ey:,ghatage-kasargod1970:p166:e23,ghatage-kasargod1970:p166:e23,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,24,sattugo M.,sattugo,M.,scraper.,76.39,sattugo,ghatage-kasargod1970:p166:e24,ghatage-kasargod1970:p166:e24,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,25,sand M.,sand,M.,joint.,64.40,sand,ghatage-kasargod1970:p166:e25,ghatage-kasargod1970:p166:e25,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,26,samayə N.,samayə,N.,time.,94.45,,ghatage-kasargod1970:p166:e26,ghatage-kasargod1970:p166:e26,,
ocr_unreviewed,source transcription requires human verification,174,166,27,sarou V.,sarou,V.,to smear.,92.14,,ghatage-kasargod1970:p166:e27,ghatage-kasargod1970:p166:e27,,
ocr_unreviewed,source transcription requires human verification,174,166,28,savkari M.,savkari,M.,money lender.,91.90,,ghatage-kasargod1970:p166:e28,ghatage-kasargod1970:p166:e28,,
ocr_unreviewed,source transcription requires human verification,174,166,29,savli F.,savli,F.,"shade, shadow.",92.00,,ghatage-kasargod1970:p166:e29,ghatage-kasargod1970:p166:e29,,
ocr_unreviewed,source transcription requires human verification,174,166,30,sãsva N. PI.,sãsva,N.Pl.,mustard.,90.90,,ghatage-kasargod1970:p166:e30,ghatage-kasargod1970:p166:e30,,
ocr_unreviewed,source transcription requires human verification,174,166,31,"saha:yi kəri V,",saha:yi kəri,V.,to help.,80.19,,ghatage-kasargod1970:p166:e31,ghatage-kasargod1970:p166:e31,,
ocr_unreviewed,source transcription requires human verification,174,166,32,sa Nu.,sa,Nu.,six.,93.37,,ghatage-kasargod1970:p166:e32,ghatage-kasargod1970:p166:e32,,
verified,Removed reverse-page bleed and recovered the velar nasal and final vowel.,174,166,33,saingi V.,sa:ŋgɨ,V.,to tell.,69.21,saingi | -=,ghatage-kasargod1970:p166:e33,ghatage-kasargod1970:p166:e33,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,34,sa:tə Nu.,sa:tə,Nu.,seven.,81.87,sa:tə,ghatage-kasargod1970:p166:e34,ghatage-kasargod1970:p166:e34,,low-confidence
ocr_unreviewed,source transcription requires human verification,174,166,35,sa:du Adj.,sa:du,Adj.,"kind, tame.",95.07,,ghatage-kasargod1970:p166:e35,ghatage-kasargod1970:p166:e35,,
verified,Removed reverse-page bleed and recovered the palatal nasal and final vowel.,174,166,36,sa:nji M.,sa:ñjɨ,M.,evening.,77.38,y,ghatage-kasargod1970:p166:e36,ghatage-kasargod1970:p166:e36,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,174,166,37,santi Adj.,santi,Adj.,patient.,63.58,santi,ghatage-kasargod1970:p166:e37,ghatage-kasargod1970:p166:e37,,low-confidence
verified,Removed reverse-page bleed and restored the retroflex nasal.,174,166,38,sa:bəņu M.,sa:bəṇu,M.,soap.,73.60,AEM:,ghatage-kasargod1970:p166:e38,ghatage-kasargod1970:p166:e38,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,175,167,1,sabaki N.,sabaki,N.,sago.,94.67,,ghatage-kasargod1970:p167:e1,ghatage-kasargod1970:p167:e1,,
ocr_unreviewed,source transcription requires human verification,175,167,2,sa:li F..,sa:li,F.,"hide, bark:",78.59,sa:li,ghatage-kasargod1970:p167:e2,ghatage-kasargod1970:p167:e2,,low-confidence
verified,Recovered a head and POS obscured by reverse-page bleed.,175,167,3,sasu Ear era,sa:su,F.,mother-in-law.,48.03,Ear | era,ghatage-kasargod1970:p167:e3,ghatage-kasargod1970:p167:e3,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,175,167,4,sigre:ți N.,sigre:ți,N.,"cigarette,",81.34,sigre:ți,ghatage-kasargod1970:p167:e4,ghatage-kasargod1970:p167:e4,,low-confidence
ocr_unreviewed,source transcription requires human verification,175,167,5,sijou V.,sijou,V.,"to cook,",91.98,,ghatage-kasargod1970:p167:e5,ghatage-kasargod1970:p167:e5,,
ocr_unreviewed,source transcription requires human verification,175,167,6,simma N.,simma,N.,lion.,96.20,,ghatage-kasargod1970:p167:e6,ghatage-kasargod1970:p167:e6,,
ocr_unreviewed,source transcription requires human verification,175,167,7,siraņdi F.,siraņdi,F.,"small canal,",91.86,,ghatage-kasargod1970:p167:e7,ghatage-kasargod1970:p167:e7,,
ocr_unreviewed,source transcription requires human verification,175,167,8,silki N.,silki,N.,silk.,69.60,silki,ghatage-kasargod1970:p167:e8,ghatage-kasargod1970:p167:e8,,low-confidence
ocr_unreviewed,source transcription requires human verification,175,167,9,"sivəri V,",sivəri,V.,to sprinkle.,93.52,,ghatage-kasargod1970:p167:e9,ghatage-kasargod1970:p167:e9,,
ocr_unreviewed,source transcription requires human verification,175,167,10,sīvovu V.,sīvovu,V.,to sew.,83.87,,ghatage-kasargod1970:p167:e10,ghatage-kasargod1970:p167:e10,,
verified,Recovered the velar nasal and final central vowel.,175,167,11,si:Uki. V.,si:ŋkɨ,V.,to learn.,65.86,si:Uki.,ghatage-kasargod1970:p167:e11,ghatage-kasargod1970:p167:e11,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,175,167,12,siiki F.,siiki,F.,sneeze.,78.19,siiki,ghatage-kasargod1970:p167:e12,ghatage-kasargod1970:p167:e12,,low-confidence
verified,Seeded audit recovery of the velar nasal.,175,167,13,siijki V.,si:ŋki,V.,to sneeze.,79.01,siijki,ghatage-kasargod1970:p167:e13,ghatage-kasargod1970:p167:e13,,low-confidence human-corrected
ocr_unreviewed,source transcription requires human verification,175,167,14,"si:jkou V.,",si:jkou,V.,to teach.,74.46,si:jkou,ghatage-kasargod1970:p167:e14,ghatage-kasargod1970:p167:e14,,low-confidence
ocr_unreviewed,source transcription requires human verification,175,167,15,siingi M.,siingi,M.,horn.,82.51,siingi,ghatage-kasargod1970:p167:e15,ghatage-kasargod1970:p167:e15,,low-confidence
ocr_unreviewed,source transcription requires human verification,175,167,16,si:tapəli N.,si:tapəli,N.,a kind of fruit.,89.08,si:tapəli,ghatage-kasargod1970:p167:e16,ghatage-kasargod1970:p167:e16,,low-confidence
ocr_unreviewed,source transcription requires human verification,175,167,17,si: tə.,si: tə.,,cold.,94.99,,ghatage-kasargod1970:p167:e17,ghatage-kasargod1970:p167:e17,,
