item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
257,197,183,a:Répa:!,"n, mas",name of a god,,"a:Répa:!,n, mas. - name of a god"
258,197,183,@ the,"n., neut",eight,(G. M. a:th 941) Ip!,"@ the, n., neut. - eight (G. M. a:th 941) Ip!"
259,197,183,pitu,"n.,neut",bile,(G. pit »8181),"pitu, n.,neut. - bile (G. pit »8181)"
260,197,183,pida:y,"v., c",cause to drink,,"pida:y, v., c., - cause to drink"
261,197,183,pikku,"n., neut",tastelessness,,"pikku,n., neut, - tastelessness"
262,197,183,pigala:y,"V., c",cause to melt,,"pigala:y, V., c., - cause to melt"
263,197,183,pigalt,"v., nc",melt,(G. pigal vit),"pigalt, v., nc., - melt (G. pigal vit)"
264,197,183,pigrda,"n., neut., pl",feathers,(G. pinchhi),"pigrda:, n., neut., pl. - feathers (G. pinchhi)"
265,197,183,pico:di,"n., neut",Woman’s garment,,"pico:di, n., neut. - Woman’s garment"
266,197,183,pisili,adv,slippery,,"pisili, adv. — slippery"
267,197,183,pispa:y,part,again,,"pispa:y, part. - again"
268,197,183,piho:ri,"n , neut, (piho:riye:)",cockroch,,"piho:ri, n , neut, (piho:riye:) - cockroch"
269,197,183,pinnal,"n., neut",plaiting,(Ta. pinnal DED 3454),"pinnal, n., neut. ~ plaiting (Ta. pinnal DED 3454)"
270,197,183,pindi,"n., neut",flour,(Te. pindi DED 3424),"pindi., n., neut. - flour (Te. pindi DED 3424)"
271,197,183,pillu:ri,"n., neut",a kind of weed,,"pillu:ri, n., neut. - a kind of weed"
272,197,183,piriki,n. neut,neck of an animal,,"piriki, n. neut. - neck of an animal"
273,197,183,pirno:li,"n., neut. (pirno:liye:)",hind legs,,"pirno:li, n., neut. (pirno:liye:) — hind legs"
274,197,183,piya:dt,"v., c",cause to drink,,"piya:dt, v., c., - cause to drink"
275,197,183,piya:nupa:ni,"n., neut","drinking water, sweet water",,"piya:nupa:ni, n., neut. - drinking water, sweet water"
276,197,183,piyii,n,wheel,,"piyii, n., ~ wheel"
277,197,183,pi,"v., D¢",drink,(G. pi:va 8209),"pi:, v., D¢., — drink (G. pi:va 8209)"
278,197,183,pi:p,"n., neut",pus,(H. pi:b),"pi:p,n., neut. - pus (H. pi:b)"
279,198,184,pi-palls jha:d#,"n,, neut",paypal tree,,"pi-palls jha:d#, n,, neut. - paypal tree"
280,198,184,pi:t,"n., neut",back,(G. pith),"pi:t, n., neut. - back (G. pith)"
281,198,184,pi:tmani,adv,behind,,"pi:tmani, adv. - behind"
282,198,184,pi:tntkarkad#,"n., neut",back bene,,"pi:tntkarkad#, n., neut. — back bene"
283,198,184,pi:di,"n., neut, (Ta. pi:ti)",beedi,,"pi:di, n., neut, (Ta. pi:ti) - beedi"
284,198,184,pi:ka:y,"v., ne",prepare,,"pi:ka:y, v., ne., - prepare"
285,198,184,pi:So,"n., neut. (pi:Sa:)",net,,"pi:So:,n., neut. (pi:Sa:) - net"
286,198,184,pi:Ju,"n., neut",light yellow in colour,,"pi:Ju, n., neut. — light yellow in colour"
287,198,184,pera:y,"V., ¢",cause to cover or close,(H. peraina:),"pera:y, V., ¢., - cause to cover or close (H. peraina:)"
288,198,184,perge:li,"n., neut",bandicoot,(Ta. perucca:li DED 3617),"perge:li, n., neut. - bandicoot (Ta. perucca:li DED 3617)"
289,198,184,pe:pdu,"n., neut. ( pe:pda:)",lungs (Ku. phiparo »9090),,"pe:pdu, n., neut. ( pe:pda:) - lungs (Ku. phiparo »9090)"
290,198,184,pet,"n., neut",stomach,(G. K. H. pe:t »8376),"pet, n., neut. - stomach (G. K. H. pe:t »8376)"
291,198,184,pe:tnibeti,"n., fem",own daughter,,"pe:tnibeti, n., fem. - own daughter"
292,198,184,pe: jéna:k,"v., oc",throw,(G. fenkvit),"pe: jéna:k, v., oc., — throw (G. fenkvit)"
293,198,184,per,"V., DC",cover,(G. de:hrawit),"per, V., DC., - cover (G. de:hrawit)"
294,198,184,pe:R,"V., nc",eater,(G. pesawit),"pe:R, V., nc., - eater (G. pesawit)"
295,198,184,pe:Raf,"0., neut",dust from the foam,,"pe:Raf, 0., neut. - dust from the foam"
296,198,184,pate:ba:jikar,"v., nC",save,,"pate:ba:jikar, v., nC., - save"
297,198,184,patar,"n., neut",plate,,"patar, n., neut. - plate"
298,198,184,pati,"o., neut",flower side of the coin,,"pati, o., neut. - flower side of the coin"
299,198,184,pafpata:libilla:di,"n., neut",cat,,"pafpata:libilla:di, n., neut. - cat"
300,198,184,pafa:ni,"n., neut",pea-nuts,,"pafa:ni, n., neut. - pea-nuts"
301,198,184,padi,"n., neut",measure,,"padi, n., neut. — measure"
302,198,184,padt,"v., nc",fall down,(G. padiJavit),"padt, v., nc..~ fall down (G. padiJavit)"
303,198,184,padinkya,"n., neut",dove,,"padinkya:, n., neut. « dove"
304,198,184,pade‘la,"n., neut-",screen,(Pk. padala 7694),"pade‘la:, n., neut- - screen (Pk. padala 7694)"
305,199,185,padak,"n., veut",ont side,,"padak, n., veut. = ont side"
306,199,185,padam,"n., aeut",picture,,"padam, n., aeut. - picture"
307,199,185,pada:y,,"¥., ¢., cause to take",,"pada:y, ¥., ¢., cause to take"
308,199,185,padgo,"n., neut. (pada:)",cap,,"padgo:, n., neut. (pada:) - cap"
309,199,185,padega:ram,"n:, neut. (Ta. patik@ram)",alum,,"padega:ram, n:, neut. (Ta. patik@ram) ~ alum"
310,199,185,padca:y,"v., c",cause to read,,"padca:y, v., c., — cause to read"
311,199,185,padcr,"v., nc",read,(H. paghna:),"padcr, v., nc., - read (H. paghna:)"
312,199,185,pak,"n., neut",horn,,"pak, n., neut. - horn"
313,199,185,paket,"n,. neut",important,,"paket, n,. neut. - important"
314,199,185,pakkoynterunda,"n., mas",name of a buffalo,,"pakkoynterunda:, n., mas. - name of a buffalo"
315,199,185,paka:y,"v,c",make something to become ripe,,"paka:y,v,c., - make something to become ripe"
316,199,185,paku,adj,ripe,(G. pavt %7621),"paku, adj. ripe (G. pavt %7621)"
317,199,185,pagt,"n, neut",hoof,,"pagt,n, neut. — hoof"
318,199,185,pagtro,n.3 neut. ( pagtra),winged white ant,,"pagtro:, n.3 neut. ( pagtra) - winged white ant"
319,199,185,pasan,"n., neut",a kind of trap,(S. pa:sin ¥8136),"pasan, n., neut. - a kind of trap (S. pa:sin ¥8136)"
320,199,185,pasa:dt,adv,after,(G. pacchi),"pasa:dt, adv. ~ after (G. pacchi)"
321,199,185,pastazy,"v., nc",hesitate,,"pastazy, v., nc. - hesitate"
322,199,185,pasna,"n., neut., pl",sweat,(G. pasiuo),"pasna:, n., neut., pl. — sweat (G. pasiuo)"
323,199,185,paha:ds,"n., neut",mountain,(G. paha:r %8141),"paha:ds, n., neut. - mountain (G. paha:r %8141)"
324,199,185,pahatr,"v., nt",get,,"pahatr, v., nt. - get"
325,199,185,pahli,"n., neut. ( pahliye:)",hand,,"pahli, n., neut. ( pahliye:) - hand"
326,199,185,pandal,"n., neut. (Ta. pantal)",pandal,,"pandal, n., neut. (Ta. pantal) ~ pandal"
327,199,185,pandra,"n., neut",fifteen,(G. pandar),"pandra:, n., neut. ~ fifteen (G. pandar)"
328,199,185,panatvavro,"0., neut",horse,,"panatvavro:, 0., neut. - horse"
329,199,185,pana:y,"n., neut",unluckly person,,"pana:y, n., neut. - unluckly person"
330,199,185,pankudi,"n., neut. (pankudiye:)",fowl,,"pankudi, n., neut. (pankudiye:) - fowl"
331,199,185,pankuda,"n., neut",grey fowl,,"pankuda:, n., neut. ~ grey fowl"
332,199,185,panno,"n., neut",breath,,"panno:,n., neut. — breath"
333,200,186,pandu,"n., neut",fruit,,"pandu, n., neut. — fruit"
334,200,186,pana:R,"n., neut",jack-fruit,(G. M. phanas 7781),"pana:R, n., neut. - jack-fruit (G. M. phanas 7781)"
335,200,186,pana:Rnijitru,"p., newt",thorns on the jack-frust,,"pana:Rnijitru, p., newt. - thorns on the jack-frust"
336,200,186,pafica:rti,"n., neut",three headed spear,,"pafica:rti, n., neut. - three headed spear"
337,200,186,pati jampa:rdi,"n., neut",poor,,"pati jampa:rdi, n., neut. - poor"
338,200,186,palsve,"n., neut. (Fa. palakay)",wood,,"palsve,n., neut. (Fa. palakay) - wood"
339,200,186,palla:k,"n., neut",palanquin,,"palla:k,n., neut. - palanquin"
340,200,186,palfa:y,"v., ¢",make to turn,(H. palta: »7968),"palfa:y, v., ¢. - make to turn (H. palta: »7968)"
341,200,186,palla:yv,"v., c",bring,,"palla:yv:, v., c., — bring"
342,200,186,palla:no,"u., mas. (pal la:na:)",man from other group,,"palla:no:, u., mas. (pal la:na:) - man from other group"
343,200,186,paribo:l,"v., nc",repeat,,"paribo:l, v., nc., — repeat"
344,200,186,part,"v., ne",revolve,,"part, v., ne., - revolve"
345,200,186,parsvi,"n-, neut",steps,,"parsvi, n-, neut. - steps"
346,200,186,paradak,onom,sound while birds are flying,,"paradak, onom. - sound while birds are flying"
347,200,186,para: jf,"n , mas",name of a king,,"para: jf, n , mas. - name of a king"
348,200,186,para:y,"V., c",cause to mix,,"para:y, V., c., - cause to mix"
349,200,186,para:na:nego:do,"n., neut",- a group of three stars,,"para:na:nego:do:, n., neut. ~- a group of three stars"
350,200,186,Ppara:no,"0., neut. (Para:na:)",fowl,,"Ppara:no:, 0., neut. (Para:na:) — fowl"
351,200,186,para:lluRa:R,"n., neut",grass,,"para:lluRa:R, n., neut. - grass"
352,200,186,parkin,adv,careful,,"parkin, adv., - careful"
353,200,186,parkondo:/parkondu,"n., neut. (parkonda:)",goat’s hide,,"parkondo:/parkondu, n., neut. (parkonda:) - goat’s hide"
354,200,186,parSu,"n., neut",third day,(H. parst: 47799 j),"parSu, n., neut. - third day (H. parst: 47799 j)"
355,200,186,parve:sikar,"V., nc",protect,,"parve:sikar, V., nc. — protect"
356,200,186,parho,"n., mas, (parha:)",.male,,"parho:, n., mas, (parha:) -.male"
357,200,186,partgi/parangi,"n., mas",white man,,"partgi/parangi, n., mas. - white man"
358,200,186,parrigini,"n., fem",white woman,,"parrigini, n., fem; - white woman"
359,201,187,payda:kar,"v., nc",earn .,,"payda:kar, v., nc. - earn ."
360,201,187,payda:y,"v., nc",boro,,"payda:y, v., nc. - boro"
361,201,187,payni,"n., neut",palmyra juice,,"payni, n., neut. ~ palmyra juice"
362,201,187,paylo:ti,adj,first,(G. pahilau),"paylo:ti, adj. - first (G. pahilau)"
363,201,187,pa:pni,"a-, neut. (pa: pniye:)",eye lid,(G. pa:man),"pa:pni, a-, neut. (pa: pniye:) - eye lid (G. pa:man)"
364,201,187,pa:tli,adj,"second, after",(G. pachhi),"pa:tli, adj. - second, after (G. pachhi)"
365,201,187,pattf,"n., neut",second marriage or remarriage,,"pattf, n., neut. - second marriage or remarriage"
366,201,187,pa:de,"n., neut",bier,(Ta. pa:tai DED 3190),"pa:de, n., neut. — bier (Ta. pa:tai DED 3190)"
367,201,187,pa:dam,"n., neut",lesson,"(G, pa:th)","pa:dam, n., neut. - lesson (G, pa:th)"
368,201,187,pa:dé,"v., ne",lift,(H. pa:dna:),"pa:dé, v., ne. - lift (H. pa:dna:)"
369,201,187,pa:dedanpuzja,"n., neut",puja,,"pa:dedanpuzja:,n., neut. - puja"
370,201,187,pa:dtguri,"n., fem. ( pa:deguriye:)",widow,,"pa:dtguri, n., fem. ( pa:deguriye:) - widow"
371,201,187,pa:dtguro,"n-, mas. ( pa:degura:)",widower,,"pa:dtguro:, n-, mas. ( pa:degura:) - widower"
372,201,187,pa:ki,"n., neut",balance,,"pa:ki, n., neut. — balance"
373,201,187,pa:caf,"n., neut",behind,(G. pa:chhiluj,"pa:caf, n., neut. - behind (G. pa:chhiluj"
374,201,187,pa:vam,"n., neut",sin,,"pa:vam, n., neut. ~ sin"
375,201,187,pa:vlu,"n., neut",four annas,,"pa:vlu, n., neut. - four annas"
376,201,187,pa:vri,"n., neut",steps,,"pa:vri, n., neut. - steps"
377,201,187,pa:S,"n., neut",small bundles,,"pa:S,n., neut. ~ small bundles"
378,201,187,pa:ke,"n., neut",moss,,"pa:ke:, n., neut. — moss"
379,201,187,pathoti,"n., neut. ( pa:hotiye:)",wings,(G. parkha),"pathoti, n., neut. ( pa:hotiye:) - wings (G. parkha)"
380,201,187,pa:hli,"n , neut",sib-bone,,"pa:hli, n , neut. — sib-bone"
381,201,187,pa:ndedt,"n, neut",leaf,(G. pa:nddit),"pa:ndedt, n, neut. - leaf (G. pa:nddit)"
382,201,187,pa:n,"n., neut",betal leaf,(G. pa:n),"pa:n,n., neut - betal leaf (G. pa:n)"
383,201,187,patnvichi,"n , neut",an insect,,"patnvichi, n , neut. - an insect"
384,201,187,pa ni/pa:ni,"n, neut","water, rain, flood",(G. M. pa:ni >8082),"pa ni/pa:ni, n, neut. - water, rain, flood (G. M. pa:ni >8082)"
385,201,187,pa:niye:r,"n,, neut",a ceremony after death,,"pa:niye:r, n,, neut. - a ceremony after death"
386,202,188,pa:lo,"n., neut",1. dried leaves; 2. medicinal herbs,(G. pal 796%,"pa:lo:,n., neut. —1. dried leaves; 2. medicinal herbs (G. pal 796%"
387,202,188,pa:llede-ro,"u., neut",tent,,"pa:llede-ro:, u., neut. - tent"
388,202,188,pa:ia,"n., neut",hillock,,"pa:ia:, n., neut. — hillock"
389,202,188,pa:la:v,"v., ¢",cause to raise,,"pa:la:v, v., ¢. - cause to raise"
390,202,188,pals. v,ne,raise,(G. pal vi *8129),"pals. v ,ne. ~ raise (G. pal vi *8129)"
391,202,188,pasis,"n., nevt",bund,,"pasis,n., nevt. — bund"
392,202,188,Ppa:r,"n., neut","opposite side of a river, beyond’",(S. para. *7TODBY,"Ppa:r, n., neut. ~ opposite side of a river, beyond’ (S. para. *7TODBY"
393,202,188,pair,adv,beyond,,"pair, adv. — beyond"
394,202,188,pa:rambi,"n., neut",roots of the baniyan tree,,"pa:rambi, n., neut. ~ roots of the baniyan tree"
395,202,188,pa:rdan,"D., mas",name of a God,,"pa:rdan, D., mas. - name of a God"
396,202,188,pac,"n., neut",five,(H. G. pa:c >7655),"pac, n., neut. - five (H. G. pa:c >7655)"
397,202,188,popoyi,"0., neut",white myna,,"popoyi, 0., neut. white myna"
398,202,188,poplt,"v., nc","caress, stroke",,"poplt, v., nc. - caress, stroke"
399,202,188,poka:v,"v., nc",tare,,"poka:v, v., nc. = tare"
400,202,188,poca:y,"V., nc",spread (cf bica:v),,"poca:y, V., nc. - spread (cf bica:v)"
401,202,188,poskadu,"n., neut. (poskada)",screen,,"poskadu, n., neut. (poskada) - screen"
402,202,188,poda:m|poda:r,"n., neat",bush,,"poda:m|poda:r, n., neat. - bush"
403,202,188,potu,"n, neut",tilak,(Ta. pottu DED 3676b),"potu,n, neut. - tilak (Ta. pottu DED 3676b)"
404,202,188,pofti,"n., neut",box (Ta potti DED 3600),,"pofti, n., neut. - box (Ta potti DED 3600)"
405,202,188,podi,"n., neut",hot sand,,"podi,n., neut. - hot sand"
406,202,188,poca:y,"n., neut",offerings to the God,,"poca:y, n., neut. - offerings to the God"
407,202,188,pombdiya:ns jha:di,"n., neut",wild caster plant,,"pombdiya:ns jha:di, n., neut. - wild caster plant"
408,202,188,pontinikal,"v , nc",increa e,,"pontinikal, v , nc. - increa e"
409,202,188,Ponati,"n., neut",generation,,"Ponati, n., neut. - generation"
410,202,188,ponponati,"n., neut",generations,,"ponponati, n., neut. generations"
411,202,188,pola:v,"n., neut",a kind of dish prepared with rice and meat,,"pola:v, n., neut.-a kind of dish prepared with rice and meat"
412,203,189,Pora:y,"v., nc",'string,,"Pora:y, v., nc. -'string"
413,203,189,porpili,"n., neut",boil,,"porpili, n., neut. - boil"
414,203,189,po:tini,"n., fem. ( po:tiniye:)",grand daughter,(G. pautri),"po:tini, n., fem. ( po:tiniye:) - grand daughter (G. pautri)"
415,203,189,po:tiyo,"n., mas. ( po:tiya:)",grand son,(G. pautra),"po:tiyo:, n., mas. ( po:tiya:) - grand son (G. pautra)"
416,203,189,po:ts/po:tu,"n., neut",inner part of the stomach,,"po:ts/po:tu, n., neut. - inner part of the stomach"
417,203,189,po:tadiya,"n., neut., pl",horses,,"po:tadiya:, n., neut., pl. - horses"
418,203,189,po:dé,"n., neut",morning sun,(Ta. Porutu DED),"po:dé,n., neut. - morning sun (Ta. Porutu DED)"
419,203,189,podepa:tiya:ya,"v., intr",down,(G. pahre:),"podepa:tiya:ya, v., intr. - down (G. pahre:)"
420,203,189,poicu,"n,, neut. (po:ca:)",neck of a bird,,"poicu, n,, neut. (po:ca:) - neck of a bird"
421,203,189,potnu,"o., reut",three fourth,(G. pono),"potnu, o., reut. - three fourth (G. pono)"
422,203,189,po:nupaySu,"n., neut",quarter of an anna,,"po:nupaySu, n., neut. - quarter of an anna"
423,203,189,po:nglinemhayno,"n , neut",a Tamil month,,"po:nglinemhayno:, n , neut. - a Tamil month"
424,203,189,po:l,adj,empty,,"po:l, adj. - empty"
425,203,189,po:libo:li,"n., neut",loose talk,,"po:libo:li, n., neut - loose talk"
426,203,189,po:luha:!,"n., neut","chaff, empty ears of grain",,"po:luha:!, n., neut. - chaff, empty ears of grain"
427,203,189,po:l,"n., neut",bee hive,,"po:l,n., neut. - bee hive"
428,203,189,po:fi,"n., neut",womb,,"po:fi, n., neut. - womb"
429,203,189,putlijputli,"n., neut. (putliye:)",idols made of silver,,"putlijputli,n., neut. (putliye:) - idols made of silver"
430,203,189,putt,"v., ac",crack,,"putt, v., ac. - crack"
431,203,189,pugidi,"n., neut",butterfly,,"pugidi, n., neut. - butterfly"
432,203,189,pugedi,"n,, neut",merry-go-round,,"pugedi, n,, neut. - merry-go-round"
433,203,189,puga:r,"n, neut",swelling,(G. phulvit),"puga:r, n, neut. - swelling (G. phulvit)"
434,203,189,puiki,"n., neut",tail of the hen,,"puiki, n., neut. - tail of the hen"
435,203,189,pusko,"n., neut",tail of the cock,,"pusko:, n., neut. - tail of the cock"
436,203,189,puska:ni,"n., neut., onom",sound,,"puska:ni, n., neut., onom. — sound"
437,203,189,puska:nide,"v., nc",-whistle,,"puska:nide:, v., nc. --whistle"
438,204,190,pundal,"n., neut",buttocks,(S. pe:nda »8379),"pundal, n., neut. - buttocks (S. pe:nda »8379)"
439,204,190,punneya:salna:k,"v., pe",make it pure,,"punneya:salna:k, v., pe. - make it pure"
440,204,190,puvgi,"n., neut","nagasuram, a kind of flute",,"puvgi, n., neut. — nagasuram, a kind of flute"
441,204,190,pula:nd,"n., neut",hernia,,"pula:nd:,n., neut. + hernia"
442,204,190,pulce:ri,"D., neut",name of a place,,"pulce:ri, D., neut. - name of a place"
443,204,190,puriS jalam,"n., mas",male,,"puriS jalam, n., mas. - male"
444,204,190,pura:y,v.. ne,stretch,,"pura:y, v.. ne. — stretch"
445,204,190,purnipurni,adv,short,,"purnipurni, adv. - short"
446,204,190,pula:y,"v., c",— cause to swell,,"pula:y, v., c. -— cause to swell"
447,204,190,putt,"n., neut. (Ta. pu:ttu)",lock,,"putt, n., neut. (Ta. pu:ttu) — lock"
448,204,190,pu:ka:y,"v,, c",cause to blow,(S. pukka:r >8266) Phu:tk 9102,"pu:ka:y, v,, c. ~ cause to blow (S. pukka:r >8266) Phu:tk 9102"
449,204,190,puiks,"v., nc",blow,,"puiks, v., nc. - blow"
450,204,190,pukni,"n., neut",baloon,,"pukni, n., neut. - baloon"
451,204,190,pusca'y,"v., nc",call,(G. pu:cvii >8352),"pusca'y, v., nc. — call (G. pu:cvii >8352)"
452,204,190,puja,"n,, neut",offering,(S. pu: Ja: 8317),"puja:,n,, neut, - offering (S. pu: Ja: 8317)"
453,204,190,pu:neservi,"n., neut",a bird,,"pu:neservi, n., neut. - a bird"
454,204,190,pu:nu:lia:da:go,"n., neut",holy thread,,"pu:nu:lia:da:go:, n., neut. - holy thread"
455,204,190,puir,"n., neut","enough, sufficient",(G. puri),"puir,n., neut. - enough, sufficient (G. puri)"
456,204,190,pheRat,"n., neut",foam,,"pheRat, n., neut. - foam"
457,204,190,pheRa:dt,"v., c",cause to enter,,"pheRa:dt, v., c. - cause to enter"
458,204,190,phe:ku:v,"v., c",cause to throw,,"phe:ku:v, v., c. - cause to throw"
459,204,190,phe:ket,"v., ne",throw,(G. phékvii >9106),"phe:ket, v., ne., - throw (G. phékvii >9106)"
460,204,190,phe:kra:ni,"n., mas",fox,,"phe:kra:ni, n., mas. - fox"
461,204,190,pae:kra:nide,"v., nc",cry like a fox,,"pae:kra:nide:, v., nc. — cry like a fox"
462,204,190,phe:mbro,"0., neut",belly,,"phe:mbro:, 0., neut. - belly"
463,204,190,phe:R,"v., nc",enter,,"phe:R, v., nc. ~ enter"
464,204,190,phaziki,"o., neut",nest,,"phaziki, o., neut. — nest"
465,205,191,phatto’,"n., neut",belt,,"phatto’, n., neut. ~ belt"
466,205,191,phadaniar,"n., neut","cloth. ,",,"phadaniar, n., neut. - cloth. ,"
467,205,191,phada,"n, neut",palm leaf,,"phada:,n, neut. - palm leaf"
468,205,191,phada:y,"v., c",make to tare,,"phada:y, v., c. ~ make to tare"
469,205,191,phakarni; n,neut,"fan, spindle",,"phakarni; n., neut. — fan, spindle"
470,205,191,phani,"n., neut",snake’s hood,"(G. M. phen, phani »9042)","phani, n., neut. - snake’s hood (G. M. phen, phani »9042)"
471,205,191,phalam,"n., neut",two annas,,"phalam, n., neut. — two annas"
472,205,191,phaljf,"v., nc",turn,,"phaljf, v., nc. - turn"
473,205,191,phar,"v., nc",revolve,(G. pharvii »9050),"phar, v., nc. - revolve (G. pharvii »9050)"
474,205,191,pha:t,"V., intr",tare,,"pha:t, V., intr. = tare"
475,205,191,pha:di,"v., tr",tare,,"pha:di, v., tr. - tare"
476,205,191,phazn,"n., neut",noose,,"phazn, n., neut. — noose"
477,205,191,phatl,"n., neut",horsecope,,"phatl, n., neut. — horsecope"
478,205,191,pho:do,"n, neut. ( pho:da:)","swelling, wound",,"pho:do:, n, neut. ( pho:da:) - swelling, wound"
479,205,191,pho:dé,"v., tr",break,,"pho:dé, v., tr. - break"
480,205,191,phut,"v., intr",break,,"phut, v., intr. - break"
481,205,191,phutto,"n., neut",hole,,"phutto:, n., neut. - hole"
482,205,191,phuliki,"n., neut",dots,,"phuliki, n., neut. — dots"
483,205,191,phuy,"n, fem",aunt,"(G, phoi)","phuy, n, fem. - aunt (G, phoi)"
484,205,191,phu:te,"n., neut",melon fruit,,"phu:te, n., neut. - melon fruit"
485,205,191,phu:l,"n., neut",flower,(G. phu:/),"phu:l, n., neut. - flower (G. phu:/)"
486,205,191,phu:lba:g,"n., neut",garden [b/,,"phu:lba:g, n., neut. - garden [b/"
487,205,191,bi,conj,and,,"bi, conj. - and"
488,205,191,bigar,"n., neut",pollution,(G. baga:dvit pollute,"bigar, n., neut, ~ pollution (G. baga:dvit pollute"
489,205,191,bigarsatinubi:nde,"n., neut",bastard child,,"bigarsatinubi:nde, n., neut. ~ bastard child"
490,205,191,bica:v,"v., nce",spread,,"bica:v, v., nce. - spread"
491,206,192,bija:v,"v., nc",wet -,,"bija:v, v., nc. — wet -"
492,206,192,bijja:ds,"n., neut",other place,,"bijja:ds, n., neut. - other place"
493,206,192,bijju,"n., neut",wetness or dampness,,"bijju, n., neut. — wetness or dampness"
494,206,192,bismu,"n., newt",time -,,"bismu, n., newt, - time -"
