Record_Type,Source_Key,PDF_Page,Printed_Page,Column,Item,Gloss,Site,Role,Source_Name,Location,Source_Raw,Manual_Transcription,Resolved_Forms,Similarity_Groups,Qualifiers,Manual_Review,Item_Review_Note,Uncertainty_Type,OCR_Evidence_Primary,OCR_Evidence_Secondary,OCR_Evidence_Latin,Source_Status,Status,Reason,Language_ID,Dialect_ID,Citation,Entry_Keys
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 kit̪na,1 kit̪na,kit̪na,1,,manual-scan,,,1 kutna,1 kutna,1 kıġna,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, HNG]",silharyanvi2024:i169:hng:v01
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 ketna,1 ketna,1 kitna,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, BPL]",
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 kit̪na,1 kit̪na,kit̪na,1,,manual-scan,,,1 kutna,1 kutna,1 kitna,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, HTR]",silharyanvi2024:i169:htr:v01
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 kit̪na,1 kit̪na,kit̪na,1,,manual-scan,,,1 ketna,1 ketna,1 kitna,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, HLH]",silharyanvi2024:i169:hlh:v01
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,1 kitana,1 kitana,1 kitana,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, PBG]",
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 kitana,1 kitana,1 kitana,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, HIN]",
wordlist cell,webster2024haryanvi,39,32,1,169,how many?,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 kena,1 kena,1 kina,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 169, PUN]",
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 kisa /2 kis t̪ʌrija,1 kisa /2 kis t̪ʌrija,kisa | kis t̪ʌrija,1 | 2, | ,manual-scan,source length dots retained,,1 kiusa /2 kes bac ja,1 kiusa /2 kes bac ja,1 kisa /2 kıs ķarljā,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HRT]",silharyanvi2024:i170:hrt:v01 | silharyanvi2024:i170:hrt:v02
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 kisa,1 kisa,kisa,1,,manual-scan,source length dots retained,,1 keusa,1 keusa,1 kısa,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HJN]",silharyanvi2024:i170:hjn:v01
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 kisʌk /3 kok·ʌr,1 kisʌk /3 kok·ʌr,kisʌk | kok·ʌr,1 | 3, | ,manual-scan,source length dots retained,,1 keusak 13 kok-ac,1 keusak 13 kok-ac,1 kisak /3 kok-arc,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HFT]",silharyanvi2024:i170:hft:v01 | silharyanvi2024:i170:hft:v02
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 kʌ·sa,1 kʌ·sa,kʌ·sa,1,,manual-scan,source length dots retained,,1 ka‘sa,1 ka‘sa,1 katsa,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HNG]",silharyanvi2024:i170:hng:v01
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 keso,1 keso,1 keso,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, BPL]",
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",2 kis t̪ʌreh /4 kis dʒogʌt,2 kis t̪ʌreh /4 kis dʒogʌt,kis t̪ʌreh | kis dʒogʌt,2 | 4, | ,manual-scan,source length dots retained,,2 kis tareh /4 kis dzog,2 kis tareh /4 kis dzog,2 kıs tareh 7/4 kis dzog,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HTR]",silharyanvi2024:i170:htr:v01 | silharyanvi2024:i170:htr:v02
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 kisa,1 kisa,kisa,1,,manual-scan,source length dots retained,,1 kesa,1 kesa,1 kisa,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HLH]",silharyanvi2024:i170:hlh:v01
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,6 ke'di,6 ke'di,6 ke'di,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, PBG]",
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 ko'sa /2 kis taca,1 ko'sa /2 kis taca,1 kotsa /2 kis tara,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, HIN]",
wordlist cell,webster2024haryanvi,39,32,2,170,what kind?,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,5 kuddndga,5 kuddndga,5 kigdänga,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 170, PUN]",
wordlist cell,webster2024haryanvi,39,32,3,171,this,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 jo,1 jo,jo,1,,manual-scan,,,1 jo,1 jo,1 jo,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HRT]",silharyanvi2024:i171:hrt:v01
wordlist cell,webster2024haryanvi,39,32,3,171,this,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 ju,1 ju,ju,1,,manual-scan,,,1 ju,1 ju,1 ju,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HJN]",silharyanvi2024:i171:hjn:v01
wordlist cell,webster2024haryanvi,39,32,3,171,this,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 jo /2 a,1 jo /2 a,jo | a,1 | 2, | ,manual-scan,,,1 jo /2 a,1 jo /2 a,1 jo 12a,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HFT]",silharyanvi2024:i171:hft:v01 | silharyanvi2024:i171:hft:v02
wordlist cell,webster2024haryanvi,39,32,3,171,this,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 jo,1 jo,jo,1,,manual-scan,,,1 Jo,1 Jo,1 jo,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HNG]",silharyanvi2024:i171:hng:v01
wordlist cell,webster2024haryanvi,39,32,3,171,this,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 ju gat HTR 3/4 je,1 ju gat HTR 3/4 je,1 ju jat  HTR 3/4 je,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, BPL]",
wordlist cell,webster2024haryanvi,39,32,3,171,this,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",3/4 je,3/4 je,je,3/4,,manual-scan,,,,,,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HTR]",silharyanvi2024:i171:htr:v01
wordlist cell,webster2024haryanvi,39,32,3,171,this,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",2 ja,2 ja,ja,2,,manual-scan,,,2 fa,2 fa,2 ja,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HLH]",silharyanvi2024:i171:hlh:v01
wordlist cell,webster2024haryanvi,39,32,3,171,this,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,3 e,3 e,3 e,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, PBG]",
wordlist cell,webster2024haryanvi,39,32,3,171,this,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,4 ji 73 jagall ja,4 ji 73 jagall ja,4 ji I5 jajali ja,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, HIN]",
wordlist cell,webster2024haryanvi,39,32,3,171,this,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,Je,Je,J e,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 171, PUN]",
wordlist cell,webster2024haryanvi,39,32,1,172,that,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 vo,1 vo,vo,1,,manual-scan,,,1 vo,1 vo,1 vo,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HRT]",silharyanvi2024:i172:hrt:v01
wordlist cell,webster2024haryanvi,39,32,1,172,that,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 o,1 o,o,1,,manual-scan,,,1 0,1 0,1 o,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HJN]",silharyanvi2024:i172:hjn:v01
wordlist cell,webster2024haryanvi,39,32,1,172,that,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 vo /2 ba,1 vo /2 ba,vo | ba,1 | 2, | ,manual-scan,,,1 vo /2 ba,1 vo /2 ba,1 vo 2 ba,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HFT]",silharyanvi2024:i172:hft:v01 | silharyanvi2024:i172:hft:v02
wordlist cell,webster2024haryanvi,39,32,1,172,that,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 vo,1 vo,vo,1,,manual-scan,,,1 vo,1 vo,í vo,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HNG]",silharyanvi2024:i172:hng:v01
wordlist cell,webster2024haryanvi,39,32,1,172,that,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,3 u,3 u,3 u,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, BPL]",
wordlist cell,webster2024haryanvi,39,32,1,172,that,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 vo,1 vo,vo,1,,manual-scan,,,1 vo,1 vo,1 vo,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HTR]",silharyanvi2024:i172:htr:v01
wordlist cell,webster2024haryanvi,39,32,1,172,that,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",4 va,4 va,va,4,,manual-scan,,,4 va,4 va,4 va,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HLH]",silharyanvi2024:i172:hlh:v01
wordlist cell,webster2024haryanvi,39,32,1,172,that,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,S se,S se,S5 se,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, PBG]",
wordlist cell,webster2024haryanvi,39,32,1,172,that,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,4 vah 41 vo,4 vah 41 vo,4 vah ?1 vo,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, HIN]",
wordlist cell,webster2024haryanvi,39,32,1,172,that,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1 o,1 o a,1 o,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 172, PUN]",
wordlist cell,webster2024haryanvi,39,32,2,173,these,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 je,1 je,je,1,,manual-scan,,,1 je,1 je,1 je,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HRT]",silharyanvi2024:i173:hrt:v01
wordlist cell,webster2024haryanvi,39,32,2,173,these,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 jẽ,1 jẽ,jẽ,1,,manual-scan,,,1 j@,1 j@,1 jë,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HJN]",silharyanvi2024:i173:hjn:v01
wordlist cell,webster2024haryanvi,39,32,2,173,these,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 je,1 je,je,1,,manual-scan,,,1 je,1 je,2 je,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HFT]",silharyanvi2024:i173:hft:v01
wordlist cell,webster2024haryanvi,39,32,2,173,these,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 je,1 je,je,1,,manual-scan,,,1 Je,1 Je,1 je,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HNG]",silharyanvi2024:i173:hng:v01
wordlist cell,webster2024haryanvi,39,32,2,173,these,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 Je,1 Je,1 je,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, BPL]",
wordlist cell,webster2024haryanvi,39,32,2,173,these,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",[blank],[blank],,,,manual-scan,HTR blank confirmed,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HTR]",
wordlist cell,webster2024haryanvi,39,32,2,173,these,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 je,1 je,je,1,,manual-scan,,,1 je,1 je,1 je,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HLH]",silharyanvi2024:i173:hlh:v01
wordlist cell,webster2024haryanvi,39,32,2,173,these,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,2 jo,2 jo,2 jo,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, PBG]",
wordlist cell,webster2024haryanvi,39,32,2,173,these,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 jo,1 jo,1 jo,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, HIN]",
wordlist cell,webster2024haryanvi,39,32,2,173,these,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,1,1 - ome    = . ma a,1,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 173, PUN]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 ve,1 ve,ve,1,,manual-scan,,,1 ve,1 ve,1 ve,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HRT]",silharyanvi2024:i174:hrt:v01
wordlist cell,webster2024haryanvi,39,32,3,174,those,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 vẽ,1 vẽ,vẽ,1,,manual-scan,,,1 vé,1 vé,1 vě,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HJN]",silharyanvi2024:i174:hjn:v01
wordlist cell,webster2024haryanvi,39,32,3,174,those,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",1 be /2 jo,1 be /2 jo,be | jo,1 | 2, | ,manual-scan,,,1 be #2 jo,1 be #2 jo,1 be /2 jo,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HFT]",silharyanvi2024:i174:hft:v01 | silharyanvi2024:i174:hft:v02
wordlist cell,webster2024haryanvi,39,32,3,174,those,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",[blank],[blank],,,,manual-scan,HNG and HTR blanks confirmed,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HNG]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 ve,1 ve,1 ve,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, BPL]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",[blank],[blank],,,,manual-scan,HNG and HTR blanks confirmed,,,,,blank,excluded,source cell is visibly blank,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HTR]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,HLH,target,Loharu Haryanvi/Bagri,"Loharu, Mahendragarh district, Haryana",1 ve,1 ve,ve,1,,manual-scan,,,1 ve,1 ve,1 ve,response,installed,,kaithal,sil-haryanvi-2024-hlh,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HLH]",silharyanvi2024:i174:hlh:v01
wordlist cell,webster2024haryanvi,39,32,3,174,those,PBG,comparison,Kuthard Baghati Pahari comparison,"Kuthard, Kasali Tehsil, Solan district, Himachal Pradesh",,,,,,excluded comparison; not manually transcribed,,,2 jo,2 jo,2 jo,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, PBG]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,HIN,comparison,Standard North Indian Hindustani comparison,North India; many sources,,,,,,excluded comparison; not manually transcribed,,,1 ve,1 ve,1 ve,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, HIN]",
wordlist cell,webster2024haryanvi,39,32,3,174,those,PUN,comparison,Standard Punjabi comparison,"Fatehgarh/Churian, Guridaspur district, Punjab",,,,,,excluded comparison; not manually transcribed,,,,,,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 174, PUN]",
wordlist cell,webster2024haryanvi,39,32,1,175,same,HRT,target,Rohtak Haryanvi/Bangru,"Rohtak, Rohtak district, Haryana",1 bʌrab·ʌr /2 ek si,1 bʌrab·ʌr /2 ek si,bʌrab·ʌr | ek si,1 | 2, | ,manual-scan,,,1 barab-arc /2 ek si,1 barab-arc /2 ek si,1 barab-ac 12 ek si,response,installed,,kaithal,sil-haryanvi-2024-hrt,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HRT]",silharyanvi2024:i175:hrt:v01 | silharyanvi2024:i175:hrt:v02
wordlist cell,webster2024haryanvi,39,32,1,175,same,HJN,target,Jind Haryanvi,"Jind, Jind district, Haryana",1 bʌrab·ʌr /2 ek ose,1 bʌrab·ʌr /2 ek ose,bʌrab·ʌr | ek ose,1 | 2, | ,manual-scan,,,1 barab-ar /2 ek ose,1 barab-ar /2 ek ose,1 barcab-ar 2 ek ose,response,installed,,kaithal,sil-haryanvi-2024-hjn,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HJN]",silharyanvi2024:i175:hjn:v01 | silharyanvi2024:i175:hjn:v02
wordlist cell,webster2024haryanvi,39,32,1,175,same,HFT,target,Fatehabad Haryanvi/Bagri,"Fatehabad, Hissar district, Haryana",2 ek sa,2 ek sa,ek sa,2,,manual-scan,,,2 ek sa,2 ek sa,2 ek sa,response,installed,,kaithal,sil-haryanvi-2024-hft,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HFT]",silharyanvi2024:i175:hft:v01
wordlist cell,webster2024haryanvi,39,32,1,175,same,HNG,target,Dehar (Narayangarh) Haryanvi,"Dehar, Narayangarh Tehsil, Ambala district, Haryana",1 bʌrʌb·ʌr /2 ek si kʌt̪t̪ʰa,1 bʌrʌb·ʌr /2 ek si kʌt̪t̪ʰa,bʌrʌb·ʌr | ek si kʌt̪t̪ʰa,1 | 2, | ,manual-scan,HNG wrapped continuation retained; source length dots retained,,1 barab-ar /2 ek s! katt*a,1 barab-ar /2 ek s! katt*a,1 barab-ar 12 ek si kattħa,response,installed,,kaithal,sil-haryanvi-2024-hng,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HNG]",silharyanvi2024:i175:hng:v01 | silharyanvi2024:i175:hng:v02
wordlist cell,webster2024haryanvi,39,32,1,175,same,BPL,comparison,Palwal Braj Bhasha/Haryanvi comparison,"Aalahpur, Palwal Tehsil, Faridabad district, Haryana",,,,,,excluded comparison; not manually transcribed,,,1 barabar,1 barabar,1 bacabar,excluded-comparison-untranscribed,excluded,comparison list outside the six Haryanvi target lists; exact cell locator and non-authoritative OCR evidence retained for source accounting,,,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, BPL]",
wordlist cell,webster2024haryanvi,39,32,1,175,same,HTR,target,Taoru Haryanvi/Mewati,"Taoru, Gurgaon district, Haryana",1 bʌrabʌr,1 bʌrabʌr,bʌrabʌr,1,,manual-scan,,,1 barabar,1 barabar,1 barabar,response,installed,,kaithal,sil-haryanvi-2024-htr,"webster2024haryanvi[Appendix A.3, printed p. 32, item 175, HTR]",silharyanvi2024:i175:htr:v01
