Role,Entry_Key,Parent_Key,Form,Language_IDs,POS,Gloss,Etymology,PDF_Page,Printed_Page
variant,bashir:khowar:86d5b01596:variant:1,bashir:khowar:86d5b01596,kašṭá,Kho-Bashir-src-zmz,adj,"dirty, soiled (of a garment which was previously clean)",Other pronunciation of gašṭá: kašṭá,57,44
subentry,bashir:khowar:86d5b01596:subentry:1,bashir:khowar:86d5b01596,gašṭá korík,Kho-Bashir-src-zmz,tr verb,to soil/dirty a clean garment,Subentry of gašṭá,57,44
head,bashir:khowar:952db37687,,gaṭ,Kho-Bashir-src-swka|Kho-Bashir-src-if,n,traditional ceiling constructed in pattern of alternating quadrilaterals of layered beams which narrows to the smokehole in the center of the ceiling,,57,44
head,bashir:khowar:125a9231e7,,gaṭhári,Kho-Bashir-src-mnn,n,gorge,,57,44
head,bashir:khowar:fb2b6732d2,bashir:donor:H:1e83a1e9ea,gaz¹,Kho-Bashir-src-mnn,n,"yard, yardstick",[< Ur. gaz ‘yard’],57,44
subentry,bashir:khowar:fb2b6732d2:subentry:1,bashir:khowar:fb2b6732d2,gaz dik,Kho-Bashir-src-mnn,tr verb,to measure with a yardstick,Subentry of gaz¹,57,44
head,bashir:khowar:fb2b6732d2,,gaz²,Kho-Bashir-src-mnn,n,"grass, lawn",[Skt. (T4471) (Z:p.c.)],57,44
head,bashir:khowar:8579f84271,,gazék malhám,Kho-Bashir-src-if,n,an ointment made by mixing ashes of cotton cloth with ghee - traditionally applied to serious infections,,57,44
head,bashir:khowar:44d22d6b10,,gazén,Kho-Bashir-src-swka,n,village in Yarkhun,,57,44
head,bashir:khowar:98ebb25666,,geéni,Kho-Bashir-src-iwa,n,vagina,,57,44
head,bashir:khowar:041ea1b320,,gehrt,Kho-Bashir-src-if|Kho-Bashir-src-ifm,n,dust,,57,44
variant,bashir:khowar:041ea1b320:variant:1,bashir:khowar:041ea1b320,geht,Kho-Bashir-src-if|Kho-Bashir-src-ifm,n,dust,Other pronunciation of gehrt: geht,57,44
subentry,bashir:khowar:041ea1b320:subentry:1,bashir:khowar:041ea1b320,gehrt korík,Kho-Bashir-src-if|Kho-Bashir-src-ifm,tr intr verb,to stir up dust,Subentry of gehrt,57,44
head,bashir:khowar:15df6d9c6e,bashir:donor:Eng:829432e161,gelení,Kho-Bashir-src-swka,n,container (e.g. jug) of a gallon or more capacity,[< Eng. ‘gallon’],57,44
head,bashir:khowar:32ed2663a9,,gerdán,Kho-Bashir-src-mnn,n,back of neck,,57,44
subentry,bashir:khowar:32ed2663a9:subentry:1,bashir:khowar:32ed2663a9,gerdána,Kho-Bashir-src-mnn,adv,a little bit above,Subentry of gerdán,57,44
head,bashir:khowar:723e5c9f8c,,gerzík,Kho-Bashir-src-ics|Kho-Bashir-src-if|Kho-Bashir-src-is,intr verb,to leave one,[< Prs.],57,44
subentry,bashir:khowar:723e5c9f8c:subentry:1,bashir:khowar:723e5c9f8c,gerzindá,Kho-Bashir-src-ics|Kho-Bashir-src-if|Kho-Bashir-src-is,n,traveler,Subentry of gerzík,57,44
subentry,bashir:khowar:723e5c9f8c:subentry:2,bashir:khowar:723e5c9f8c,gerzéik,Kho-Bashir-src-ics|Kho-Bashir-src-if|Kho-Bashir-src-is,tr verb,to drive someone away from his home,Subentry of gerzík,57,44
head,bashir:khowar:fc1c305e31,bashir:donor:Eng:2c1474d1a7,ges,Kho-Bashir-src-mnn,n,"pressure lantern, petromax lamp",[< Eng. ‘gas’],57,44
head,bashir:khowar:7cd78c827e,bashir:donor:H:be55db3ccf,geṭí,Kho-Bashir-src-mnn,n,playing piece in games,[< Ur. gīṭī ‘playing piece’],57,44
head,bashir:khowar:029d0e22ce,,géyik,Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-mys,tr verb,to spin,[< Ir. (M:1936)],57,44
subentry,bashir:khowar:029d0e22ce:subentry:1,bashir:khowar:029d0e22ce,géyiru,Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-mys,adj,spun (wool),Subentry of géyik,57,44
head,bashir:khowar:6e032fbf1a,,gi,Kho-Bashir-src-if,n,"note, coin (currency, money)",,57,44
head,bashir:khowar:bf17fb9cb6,,giír,Kho-Bashir-src-mnn|Kho-Bashir-src-ma,adv,intensifier used with concept of darkness,,57,44
head,bashir:khowar:efed363a2b,,giír bik,Kho-Bashir-src-ma,intr verb,"to flutter, palpitate",,58,45
head,bashir:khowar:5ccd06c062,,giír c̣okík,Kho-Bashir-src-zmz,intr verb,for two bulls to fight,,58,45
head,bashir:khowar:e0430b86ed,,gik,Kho-Bashir-src-mnn,intr verb,to come,[< Skt. (M:1973)],58,45
head,bashir:khowar:4cd3f3c37e,,gil,Kho-Bashir-src-if,n,liquid mud of animal manure,,58,45
subentry,bashir:khowar:4cd3f3c37e:subentry:1,bashir:khowar:4cd3f3c37e,gilkóṭi,Kho-Bashir-src-if,adj,smeared with mud of animal manure,Subentry of gil,58,45
head,bashir:khowar:ae44d77dba,,gilamándi korík,Kho-Bashir-src-swka,tr verb,to moisten,,58,45
head,bashir:khowar:fe797cdd0e,bashir:donor:Eng:c23fe2b1b0,gilás,Kho-Bashir-src-mnn,n,glass (utensil for drinking),[< Eng. ‘glass’],58,45
head,bashir:khowar:6469d34539,,giléṭ,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,large aluminum pot,,58,45
subentry,bashir:khowar:6469d34539:subentry:1,bashir:khowar:6469d34539,gileṭí,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,"aluminum vessel (teakettle, pot)",Subentry of giléṭ,58,45
subentry,bashir:khowar:6469d34539:subentry:2,bashir:khowar:6469d34539,giléṭi,Kho-Bashir-src-mnn|Kho-Bashir-src-if,adj,of aluminum,Subentry of giléṭ,58,45
head,bashir:khowar:bd73381bc0,,giltikán,Kho-Bashir-src-mnn,n,black mulberry,,58,45
head,bashir:khowar:3d5e0bdf5a,,gir,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn|Kho-Bashir-src-ma,n,saw (toothed blade for cutting wood),,58,45
subentry,bashir:khowar:3d5e0bdf5a:subentry:1,bashir:khowar:3d5e0bdf5a,gir dik,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn|Kho-Bashir-src-ma,tr verb,to saw something,Subentry of gir,58,45
head,bashir:khowar:c1ef9e1350,,girán,Kho-Bashir-src-rkb,adj,expensive,[< Prs.],58,45
head,bashir:khowar:a35db58258,,girgír dik,Kho-Bashir-src-mnn,intr tr verb,to glare angrily at someone,,58,45
head,bashir:khowar:d923b79dd3,,girmalá,Kho-Bashir-src-mnn,n,plastering tool,,58,45
head,bashir:khowar:ab6a85bd41,,girʋaɫoóγ,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,peach (tree or truit),[< Ir. (M:1936)],58,45
variant,bashir:khowar:ab6a85bd41:variant:1,bashir:khowar:ab6a85bd41,girgaɫoóγ,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,peach (tree or truit),Other pronunciation of girʋaɫoóγ: girgaɫoóγ,58,45
head,bashir:khowar:30f09e66b0,,girʋán,Kho-Bashir-src-gnk|Kho-Bashir-src-ifm|Kho-Bashir-src-iwk,n,upper part of front of shirt,[< Skt. (T4390)],58,45
subentry,bashir:khowar:30f09e66b0:subentry:1,bashir:khowar:30f09e66b0,girʋaní,Kho-Bashir-src-gnk|Kho-Bashir-src-ifm|Kho-Bashir-src-iwk,n,embroidered neck piece for attaching to the front of a shirt,Subentry of girʋán,58,45
head,bashir:khowar:64705f930a,,giẓeék,Kho-Bashir-src-mnn,intr verb,to wander around aimlessly,,58,45
subentry,bashir:khowar:64705f930a:subentry:1,bashir:khowar:64705f930a,giẓáli,Kho-Bashir-src-mnn,n,one who walks very slowly,Subentry of giẓeék,58,45
head,bashir:khowar:19b2575dae,,gɫox,Kho-Bashir-src-rakr,n,place in a tree (especially willow) from which limbs branch out,,58,45
head,bashir:khowar:658eb3424c,,gobrí,Kho-Bashir-src-if,n,a covering on top of a free-standing wall which functions to keep water from getting into the wall,,58,45
head,bashir:khowar:11686ab79e,,goγ,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,bug,[< Skt. (M:1973) (T4104)],58,45
subentry,bashir:khowar:11686ab79e:subentry:1,bashir:khowar:11686ab79e,goγ čhaʋáṭ,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,insects,Subentry of goγ,58,45
subentry,bashir:khowar:11686ab79e:subentry:2,bashir:khowar:11686ab79e,ṣagóγu,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,black beetle,Subentry of goγ,58,45
subentry,bashir:khowar:11686ab79e:subentry:3,bashir:khowar:11686ab79e,kačgóγu,Kho-Bashir-src-mnn|Kho-Bashir-src-iwa|Kho-Bashir-src-if,n,silkworm,Subentry of goγ,58,45
head,bashir:khowar:de3d61b525,,gol,Kho-Bashir-src-mnn|Kho-Bashir-src-gnk|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,stream,[< Skt. (T4453)],58,45
subentry,bashir:khowar:de3d61b525:subentry:1,bashir:khowar:de3d61b525,goloóγ,Kho-Bashir-src-mnn|Kho-Bashir-src-gnk|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,water of a stream,Subentry of gol,58,45
head,bashir:khowar:5910474e01,id:f_rmgacckra77u2,goléy,Kho-Bashir-src-swka,n,pill,"[< Ur. golī ‘pill’, ‘bullet’ Lit. ‘small round thing’]",58,45
head,bashir:khowar:60d01a4092,,goɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,throat (from outside),[< Skt. (M:1973) (T4070)],58,45
subentry,bashir:khowar:60d01a4092:subentry:1,bashir:khowar:60d01a4092,góɫi botoónu,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,"something tied around the neck, for example a baby",Subentry of goɫ,58,45
subentry,bashir:khowar:60d01a4092:subentry:2,bashir:khowar:60d01a4092,goɫbítu,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,"short, choker necklace",Subentry of goɫ,58,45
subentry,bashir:khowar:60d01a4092:subentry:3,bashir:khowar:60d01a4092,góɫodreéni,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-sg,n,something put on the neck,Subentry of goɫ,58,45
head,bashir:khowar:fb0c81aa7e,,goɫbóhrtu,Kho-Bashir-src-mak|Kho-Bashir-src-sonoghor,n,part of a plow,,58,45
variant,bashir:khowar:fb0c81aa7e:variant:1,bashir:khowar:fb0c81aa7e,goɫbóhtu,Kho-Bashir-src-mak|Kho-Bashir-src-sonoghor|Kho-Bashir-reg-sonoghor,n,part of a plow,Other pronunciation of goɫbóhrtu: goɫbóhtu (Sonoghor),58,45
head,bashir:khowar:a5ca53e7cd,,gomít,Kho-Bashir-src-mnn,n,brother-in-law (wife,,58,45
head,bashir:khowar:46b6173c74,,gon,Kho-Bashir-src-rkb|Kho-Bashir-src-mnn,n,"wooden handle (of axe, knife, sword, shovel, hammer)",[< Skt. (T3998) and/or (T4424)],58,45
subentry,bashir:khowar:46b6173c74:subentry:1,bashir:khowar:46b6173c74,gonár nisík,Kho-Bashir-src-rkb|Kho-Bashir-src-mnn,intr verb,to be out of control (as when an axehead comes off its handle),Subentry of gon,58,45
head,bashir:khowar:c978e906e7,,gonǰ,Kho-Bashir-src-mnn|Kho-Bashir-src-tmf|Kho-Bashir-src-mak,n,storeroom for things other than fodder,[< Skt. (T3961)],58,45
variant,bashir:khowar:c978e906e7:variant:1,bashir:khowar:c978e906e7,gonč,Kho-Bashir-src-mnn|Kho-Bashir-src-tmf|Kho-Bashir-src-mak|Kho-Bashir-reg-chitral-town,n,storeroom for things other than fodder,Other pronunciation of gonǰ: gonč (Chitral town),58,45
head,bashir:khowar:20bc1326d8,,goóɫ,Kho-Bashir-src-mnn|Kho-Bashir-src-sg,n,"dry gully or streambed, an eroded channel (e.g. in a field)",[< Skt. (M:1973) (T3967)],58,45
head,bashir:khowar:2dcbf8c7c5,,goóɫi,Kho-Bashir-src-if|Kho-Bashir-src-mnn-chitral-town,n,"earthen vessel in which milk is churned, buttermilk made",,58,45
head,bashir:khowar:8262ca975d,,goóm¹,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,wheat,[< Skt. (M:1973) (T4287)]; Morphology: goóm ‘wheat’ + le- ‘harvest’,58,45
subentry,bashir:khowar:8262ca975d:subentry:1,bashir:khowar:8262ca975d,gomγeér,Kho-Bashir-src-mnn|Kho-Bashir-src-swka,n,field from which wheat has been harvested,Subentry of goóm¹,58,45
head,bashir:khowar:cbb295370d,,gópri,Kho-Bashir-src-chitral-town,n,final coat of fine cement on a cement floor (?),,58,45
head,bashir:khowar:c626a37c07,,gor,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,n,grave (where persons are buried after death),,59,46
variant,bashir:khowar:c626a37c07:variant:1,bashir:khowar:c626a37c07,goór,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,n,grave (where persons are buried after death),Other pronunciation of gor: goór,59,46
subentry,bashir:khowar:c626a37c07:subentry:1,bashir:khowar:c626a37c07,gorʋáʋ,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,n,old witch woman,Subentry of gor,59,46
subentry,bashir:khowar:c626a37c07:subentry:2,bashir:khowar:c626a37c07,gormáɫi,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,n,witch,Subentry of gor,59,46
subentry,bashir:khowar:c626a37c07:subentry:3,bashir:khowar:c626a37c07,goró harén,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,n,witch,Subentry of gor,59,46
subentry,bashir:khowar:c626a37c07:subentry:4,bashir:khowar:c626a37c07,gor phoník,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,intr verb,to cause troubles for someone,Subentry of gor,59,46
subentry,bashir:khowar:c626a37c07:subentry:5,bashir:khowar:c626a37c07,goró phósta utík,Kho-Bashir-src-mnn|Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-nkn|Kho-Bashir-src-sg|Kho-Bashir-src-zmz|Kho-Bashir-src-ma,intr verb,to behave like a witch/evil spirit,Subentry of gor,59,46
head,bashir:khowar:9539e64fac,id:f_wh5r6e2gurti2,gorayí,Kho-Bashir-src-swka,n,Enfield 303 rifle,[< Ur. gorā ‘white man’],59,46
head,bashir:khowar:15c351b32a,,gordoóγ,Kho-Bashir-src-wsic|Kho-Bashir-src-uthul|Kho-Bashir-src-parwak|Kho-Bashir-src-mnn|Kho-Bashir-reg-parwak,n,donkey,[< Skt. (M:1973) (T4054)],59,46
variant,bashir:khowar:15c351b32a:variant:1,bashir:khowar:15c351b32a,gordo̍ γphíṣu,Kho-Bashir-src-wsic|Kho-Bashir-src-uthul|Kho-Bashir-src-parwak|Kho-Bashir-src-mnn|Kho-Bashir-reg-parwak,n,donkey,Other pronunciation of gordoóγ: gordo̍ γphíṣu (MNN),59,46
head,bashir:khowar:50368aee2f,,gósun,Kho-Bashir-src-mak|Kho-Bashir-src-mnn,n,sweepings,,59,46
variant,bashir:khowar:50368aee2f:variant:1,bashir:khowar:50368aee2f,gosnáɫ,Kho-Bashir-src-mak|Kho-Bashir-src-mnn,n,sweepings,Other pronunciation of gósun: gosnáɫ,59,46
subentry,bashir:khowar:50368aee2f:subentry:1,bashir:khowar:50368aee2f,gosnéɫ,Kho-Bashir-src-mak|Kho-Bashir-src-mnn,n,garbage dump,Subentry of gósun,59,46
head,bashir:khowar:20904a7f42,,goṣ,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-iwa,n,dough,[< Skt. (M:1973) (T4448)],59,46
variant,bashir:khowar:20904a7f42:variant:1,bashir:khowar:20904a7f42,goóṣ,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-iwa,n,dough,Other pronunciation of goṣ: goóṣ,59,46
head,bashir:khowar:40147da6a5,,goṣíni²,Kho-Bashir-src-swka|Kho-Bashir-src-rakr|Kho-Bashir-src-parwak,n,part of hand loom,,59,46
head,bashir:khowar:570d61ece9,,gox,Kho-Bashir-src-rakr,n,hollow (in a tree),,59,46
head,bashir:khowar:b5a9e45c68,,grah,Kho-Bashir-src-tmfw|Kho-Bashir-src-mnn,n,snapping turtle,[< Skt. (M:1973) (T4382)],59,46
head,bashir:khowar:fb8296175b,,gram,Kho-Bashir-src-ms|Kho-Bashir-src-mnn,n,"ad hoc subdivision of a village made for the purpose of supplying food, firewood, etc. to a home in which a death has occurred",[< Skt. (M:1973) (T4368)],59,46
subentry,bashir:khowar:fb8296175b:subentry:1,bashir:khowar:fb8296175b,grambéṣu,Kho-Bashir-src-ms|Kho-Bashir-src-mnn,n,neighbor,Subentry of gram,59,46
subentry,bashir:khowar:fb8296175b:subentry:2,bashir:khowar:fb8296175b,gramár nezík,Kho-Bashir-src-ms|Kho-Bashir-src-mnn,tr verb,to socially boycott someone,Subentry of gram,59,46
head,bashir:khowar:41fc59dfb0,bashir:donor:Eng:1fbc781dea,granhún,Kho-Bashir-src-swka,,gramophone,[< Eng. ‘gramophone’],59,46
head,bashir:khowar:4ca0527846,,graníš,Kho-Bashir-src-mnn|Kho-Bashir-src-tmfw,n,noontime,[< Skt. (M:1973) (T4530)],59,46
variant,bashir:khowar:4ca0527846:variant:1,bashir:khowar:4ca0527846,greníš,Kho-Bashir-src-mnn|Kho-Bashir-src-tmfw,n,noontime,Other pronunciation of graníš: greníš (TMFW),59,46
head,bashir:khowar:ee7eb03b98,,gras,Kho-Bashir-src-mnn|Kho-Bashir-src-mys,n,variety of millet with smaller seeds than oɫín,[< Skt. (T4379)],59,46
variant,bashir:khowar:ee7eb03b98:variant:1,bashir:khowar:ee7eb03b98,grats,Kho-Bashir-src-mnn|Kho-Bashir-src-mys,n,variety of millet with smaller seeds than oɫín,Other pronunciation of gras: grats (MYS),59,46
subentry,bashir:khowar:ee7eb03b98:subentry:1,bashir:khowar:ee7eb03b98,grasγeér,Kho-Bashir-src-mnn|Kho-Bashir-src-mys,n,field from which gras (millet) has been harvested,Subentry of gras,59,46
head,bashir:khowar:7a2049b1cd,,grení,Kho-Bashir-src-zhd,n,large storage container for grain,,59,46
head,bashir:khowar:e18cbb9284,,gri,Kho-Bashir-src-sg,n,trap,[< Skt. (M:1973)],59,46
head,bashir:khowar:b94b62f55f,,gric̣,Kho-Bashir-src-arc,n,knot (?),,59,46
head,bashir:khowar:71060825ea,,grinǰ,Kho-Bashir-src-mnn|Kho-Bashir-src-nkn|Kho-Bashir-src-if,n,rice (uncooked),[< Ir.],59,46
head,bashir:khowar:143a222ae1,,griṣ¹,Kho-Bashir-src-rakr|Kho-Bashir-src-if,n,female goat up to three or four years of age which has not yet given birth,[< Skt. (T4238)],59,46
head,bashir:khowar:143a222ae1,,griṣ²,Kho-Bashir-src-zhd,n,fear,,59,46
head,bashir:khowar:9dc3dc4f0e,,griṣp,Kho-Bashir-src-rakr|Kho-Bashir-src-mnn|Kho-Bashir-src-ms,n,summer,[< Skt. (M:1973) (T4391)],59,46
variant,bashir:khowar:9dc3dc4f0e:variant:1,bashir:khowar:9dc3dc4f0e,griṣpó,Kho-Bashir-src-rakr|Kho-Bashir-src-mnn|Kho-Bashir-src-ms,n,summer,Other pronunciation of griṣp: griṣpó (MNN),59,46
head,bashir:khowar:7200318daa,,goγmá,Kho-Bashir-src-mnn,n,a disease of cattle in which the body fills with water and the animal dies,,59,46
head,bashir:khowar:ecdda2fc0d,,gruc̣dik,Kho-Bashir-src-zhd,tr verb,to stitch several layers simultaneously,,59,46
head,bashir:khowar:d14a065aa6,,gruc̣korík,Kho-Bashir-src-sg,tr verb,to elbow someone to get their attention,,60,47
head,bashir:khowar:ebbe31096c,,gruš nisík,Kho-Bashir-src-mnn,intr verb,"for an occasion for feasting, like a birth ceremony, to arise",,60,47
head,bashir:khowar:c513e4a2cd,,guc̣,Kho-Bashir-src-mnn|Kho-Bashir-src-rakr|Kho-Bashir-src-if,n,"intersection of vertical and horizontal surfaces (e.g. foot of a tree, wall, or a slope), angle",,60,47
head,bashir:khowar:814cb5a860,,gudroónu,Kho-Bashir-src-mnn,n,variety of mountain wormwood (droón),,60,47
head,bashir:khowar:89ea0c1761,,guḍúr,Kho-Bashir-src-swka,n,"walnut shell, unbroken half",,60,47
head,bashir:khowar:0c105e9d48,,gugént,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,sulphur,Morphology: sulphur + wick,60,47
variant,bashir:khowar:0c105e9d48:variant:1,bashir:khowar:0c105e9d48,gugéhrt,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,sulphur,Other pronunciation of gugént: gugéhrt (IF),60,47
subentry,bashir:khowar:0c105e9d48:subentry:1,bashir:khowar:0c105e9d48|bashir:khowar:0624f33822,gugént poltá,Kho-Bashir-src-mnn|Kho-Bashir-src-if,n,matches,Subentry of gugént; Morphology: sulphur + wick,60,47
head,bashir:khowar:1981cb4ffc,,guht korík,Kho-Bashir-src-swka,tr verb,to harbor enmity,,60,47
subentry,bashir:khowar:1981cb4ffc:subentry:1,bashir:khowar:1981cb4ffc,guhtí,Kho-Bashir-src-swka,n,enmity,Subentry of guht korík,60,47
head,bashir:khowar:f4078c0512,,guǰúr,Kho-Bashir-src-mnn,n,"gujjar, member of Gujjar tribe, hereditary herders of animals",,60,47
head,bashir:khowar:cd054951a9,,guláb,Kho-Bashir-src-mnn,n,rose,"[< Ur., Prs.]",60,47
head,bashir:khowar:4efb4f2720,,gulpóxta,Kho-Bashir-src-iwa|Kho-Bashir-src-tmf,n,matches,,60,47
variant,bashir:khowar:4efb4f2720:variant:1,bashir:khowar:4efb4f2720,gulpoltá,Kho-Bashir-src-iwa|Kho-Bashir-src-tmf|Kho-Bashir-reg-booni,n,matches,Other pronunciation of gulpóxta: gulpoltá (TMF) (Booni usage),60,47
head,bashir:khowar:0429208b60,,gulsambár,Kho-Bashir-src-sonoghor,n,marigold,,60,47
head,bashir:khowar:0b025aeff6,,gúɫak,Kho-Bashir-src-mnn,n,raw sugar,[cf. Ur. guṛ],60,47
variant,bashir:khowar:0b025aeff6:variant:1,bashir:khowar:0b025aeff6,guɫák,Kho-Bashir-src-mnn,n,raw sugar,Other pronunciation of gúɫak: guɫák,60,47
head,bashir:khowar:1e9d036da2,,guɫéik,Kho-Bashir-src-swka,tr verb,to move around,[< Skt. (T4526)],60,47
variant,bashir:khowar:1e9d036da2:variant:1,bashir:khowar:1e9d036da2,guɫeék,Kho-Bashir-src-swka,tr verb,to move around,Other pronunciation of guɫéik: guɫeék,60,47
subentry,bashir:khowar:1e9d036da2:subentry:1,bashir:khowar:1e9d036da2,karguɫeéni,Kho-Bashir-src-swka,n,instrument for cleaning the ears by rotating it around in the ear (e.g. a cotton swab),Subentry of guɫéik,60,47
head,bashir:khowar:17604f48fe,,gumán,Kho-Bashir-src-mnn,n,doubt,"[< Ur., Prs.]",60,47
head,bashir:khowar:601064fbb0,,gumbát,Kho-Bashir-src-warijun-women|Kho-Bashir-src-mastuj|Kho-Bashir-src-hur,n,upper part of grave,,60,47
head,bashir:khowar:83a8b1de36,,gumnagúm,Kho-Bashir-src-rakr,adj,"unique, known to no one/very few people",,60,47
head,bashir:khowar:c77f11c0fa,,guní,Kho-Bashir-src-mnn|Kho-Bashir-src-if|Kho-Bashir-src-booni|Kho-Bashir-src-ms|Kho-Bashir-src-parwak,n,small dark-colored berry,,60,47
head,bashir:khowar:e4c621a311,,guniyá,Kho-Bashir-src-nkn|Kho-Bashir-src-ms|Kho-Bashir-src-proper-chitral,n,T- square (used by carpenters to align work),[< Skt. (T4226)],60,47
variant,bashir:khowar:e4c621a311:variant:1,bashir:khowar:e4c621a311,guní,Kho-Bashir-src-nkn|Kho-Bashir-src-ms|Kho-Bashir-src-proper-chitral|Kho-Bashir-reg-proper-chitral,n,T- square (used by carpenters to align work),Other pronunciation of guniyá: guní (Proper Chitral),60,47
subentry,bashir:khowar:e4c621a311:subentry:1,bashir:khowar:e4c621a311,gunyái,Kho-Bashir-src-nkn|Kho-Bashir-src-ms|Kho-Bashir-src-proper-chitral|Kho-Bashir-reg-proper-chitral,adj,perpendicular,Subentry of guniyá,60,47
head,bashir:khowar:e0eda43cc8,,gur,Kho-Bashir-src-mnn|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-tmfw,adv,"late (in absolute sense, with reference to time of day or season)",,60,47
subentry,bashir:khowar:e0eda43cc8:subentry:1,bashir:khowar:e0eda43cc8,gurγéšṭi,Kho-Bashir-src-mnn|Kho-Bashir-src-ms|Kho-Bashir-src-if|Kho-Bashir-src-tmfw,adv,late (e.g. sowing of crop later than usual or desirable),Subentry of gur,60,47
head,bashir:khowar:67cdb9399d,,gurmeék,Kho-Bashir-src-mnn,intr verb,to miss someone,,60,47
variant,bashir:khowar:67cdb9399d:variant:1,bashir:khowar:67cdb9399d,gurméik,Kho-Bashir-src-mnn,intr verb,to miss someone,Other pronunciation of gurmeék: gurméik,60,47
head,bashir:khowar:c646b2570c,,gurúɫi,Kho-Bashir-src-mak|Kho-Bashir-src-if,n,goiter,[< Skt. (T3978)],60,47
variant,bashir:khowar:c646b2570c:variant:1,bashir:khowar:c646b2570c,gurúri,Kho-Bashir-src-mak|Kho-Bashir-src-if|Kho-Bashir-reg-laspur,n,goiter,"Other pronunciation of gurúɫi: gurúri (in Laspur, IF)",60,47
head,bashir:khowar:d1cc79e4b5,,gúrum,Kho-Bashir-src-gmkh,n,intense desire to do something specific,,60,47
head,bashir:khowar:1e1ccfb23d,,gurzén,Kho,n,garden,[< Prs. (M:1936)],60,47
head,bashir:khowar:47d6efc402,,gušék,Kho-Bashir-src-ms|Kho-Bashir-src-sonoghor,n,tightening pegs on a sitar,,60,47
head,bashir:khowar:94330b2b58,,guṭ,Kho-Bashir-src-rakr,n,pony,[cf. T4516) (Z:p.c.)],60,47
